,tweet
23483,"['young', 'birch', 'talk', 'new', 'man', 'all', 'day', 'a', 'anyon', 'realli', 'interest', 'shit', 'll']"
23484,"['young', 'jelli', 'dat', 'nigh']"
23485,"['young', 'stupid', 'as', 'hoe', 'day', 'face_with_tears_of_joy', 'face_with_tears_of_joy', '#gotdayum']"
23486,"['good', 'gravedigg', 'charli', 'brown', '#spookybroadway']"
23487,"['act', 'like', 'spoil', 'littl', 'maggot', 'fun']"
23488,"['bitch', 'alway', 'said', 'want', 'fuck', 'real', 'night']"
23489,"['bitch', 'choos', ""let'r""]"
23490,"['bitch', 'front', ""'"", 'you', 'bitch', 'stanton', ""'"", 'me']"
23491,"['bitch', 'got', 'lipstick', 'dick']"
23492,"['bitch', 'face', 'sack', 'potato']"
23493,"['bitch', 'want', 'fuck', 'someth', 'noth', 'her.lik', 'play', 'video', 'game', 'watch', 'game']"
23494,"['bitch', 'play', 'game', '?', 'may', 'joystick']"
23495,"['bitch', 'want', 'fuck', 'squad', 'smirking_fac', 'ok_hand']"
23496,"['bitch', 'want', 'go', 'littl', 'itali', 'tonight', 'told', 'no', 'fuck', 'that']"
23497,"['boot', 'face', 'littl', 'bitch', 'cut', 'want', 'punch', 'you']"
23498,"['ex', ""wife'"", '#hussi', 'tast', 'like', 'sweet', 'butter', '#theshield']"
23499,"['eyebrow', 'fleet', 'a', 'hussi', 'stink']"
23500,"['girl', 'hussi', 'like', 'walk', 'clinic', 'cure', 'everi', 'sick', 'night']"
23501,"['girl', 'hussi', 'smell', 'like', 'sour', 'cream', 'onion']"
23502,"['grammar', 'trash']"
23503,"['leader', 'rock', 'fuck', 'mo', 'hawk', 'danc', 'like', 'maggot', 'at']"
23504,"['name', 'follow', 'word', 'count', 'dictionari', 'soon', 'tell', 'you', '?']"
23505,"['new', 'bitch', 'old', 'he']"
23506,"['pathet', 'plan', 'fail', 'enjoy', 'phone', 'fuck', 'monkey', 'let', 'see', 'as', 'benton', 'park', 'want', 'talk', 'shit', 'I', 'carv', 'face']"
23507,"['hussi', 'hell', 'tight', 'took', 'hour', 'slide', 'mothafucka', 'quot', 'I', 'compliment', 'you']"
23508,"['hussi', 'hole', 'must', 'small', 'adjust', 'phase', '?', 'of', 'gentl', 'intercours']"
23509,['retard']
23510,"['vagin', 'wall', 'inflam', 'fuck', 'night', 'fuck', 'birch', 'cut', 'em', 'complet', 'treatment']"
23511,"['fuck', 'ugli', 'bitch', 'want', 'stab', 'death', 'play', 'around', 'blood', 'patrick', 'batman']"
23512,"['you', 'gold', 'bottl', 'hoe', 'pink', 'mascato']"
23513,"['you', 'bitch', 'as', 'night', 'push', 'tape', 'back', 'till', 'around', 'labor', 'day', 'weekend', 'turn', 'up', '#300']"
23514,"['you', 'bitch', 'made', 'night']"
23515,"['ouh', 'bitch', 'vol', 'de', 'and', 'ok', 'best', 'of', 'friday', 'yet']"
23516,"['young', 'nigger', 'move', 'done']"
23517,"['up', 'egg', 'not', 'trash', 'ran']"
23518,"['up', 'got', 'aid', 'die', 'jenni', 'bitch', '#forestgump']"
23519,"['up', 'offici', 'like', 'you', 'needi', 'greedi', 'bitch', 'need', 'way']"
23520,"['you', 'hinouchi', 'get', 'tuck', 'two', 'gun', 'get', 'hussi', 'creat']"
23521,"['each', 'hug', 'tell', 'to', 'bitch', 'leav', 'of', 'alon']"
23522,"['back', 'still', 'question', 'love', 'ore', 'll']"
23523,"['held', 'birch', 'll']"
23524,"['thou', 'mi', 'lay', 'bed', 's', 'dust', 'room', 'like', 'you', 'get', 'song', 'bitch']"
23525,"['zimmerman', 'come', 'to', 'life', 'bitch']"
23526,"['duke', 'get', 'birch']"
23527,"['[', '9-1-', '13', ']', '2:50', 'pm', 'son', 'bitch', 'ate', 'mac', 'n', 'chees']"
23528,"['\\', '\\', 'face', 'birch', '\\', '\\']"
23529,"['bitch', 'two', 'black', 'eye', 'bloodi', 'lip', 'scalp', 'bleed', 'bruis', 'broken', 'arm', 'still', 'like', 'but', 'love', 'him', 'may']"
23530,"['bitch', 'path', 'class', 'right', 'actual', 'eat', 'straight', 'patella', 'flushed_fac', '#wereyouraisedinabarn']"
23531,"['aaahhhhh', 'internet', 'die', 'whole', 'weekend', 'I', 'told', 'time', 'teach', 'true', 'spirit', 'christma', 'fuck', 'count']"
23532,"['drunken', 'get', 'free', 'd', 'print', 'bracelet', 'say', 'face', 'ho']"
23533,"['action', 'aw', 'slut', 'bitch', 'wine', 'pooh', 'sweeter']"
23534,"['add', 'snapchat', 'birch', 'erinblair']"
23535,"['addict', 'hussi', 'pop']"
23536,"['settler', 'lost', 'superbowl', 'load', 'black', 'yellow', 'mix', 'moss', 'comput', 'think', 'coutur', 'page', 'still', 'open']"
23537,"['ah', 'night', 'dat', 'care', 'opinion', 'get', 'involv', 'he', 'shit', 'either', 'gay', 'broke', 'get', 'enough', 'hussi']"
23538,"['shah', 'fuck', 'queer', 'kill', 'herself']"
23539,"['ahahah', 'hussi', 'king']"
23540,"['ahahah', 'king', 'pang', 'now', 'like', 'now', 'shout', '2', 'brow', 'are', 'ogg', 'style', 'went', 'ruza', 'fool', '4', 'di', '1']"
23541,"['j', ""mellow'"", 'daddi', 'fuck', 'sicca', '?']"
23542,"['he', 'thought', 'wa', 'relieved_fac', 'open_hand']"
23543,"['bitch', 'got', 'shit']"
23544,"['put', 'ta', 'cut', 'bitch']"
23545,"['bitch', 'mimi', 'still', 'wit', 'gay', 'as', 'nick', '?', '?', '?']"
23546,"['trust', 'bitch', 'night', 'he', 'suck']"
23547,"['noth', 'retard', 'bout', 'cocci', 'gold', 'role']"
23548,"['shit', 'pretti', 'bitch', 'mamma', 'anyon', 'get', 'drama']"
23549,"['shit', 'without', 'scale', 'bitch', 'live', 'bag', 'life']"
23550,"['ak', 'ignor', 'birch']"
23551,"['eva', 'want', 'much', 'fuck', 'guard']"
23552,"['want', 'hundr', 'million', 'dollar', 'bad', 'bitch']"
23553,"['eye', 'birch']"
23554,"['u', 'twitter', 'alreadi', '#shutupcrybabi', 'll', 'need', 'one', 'step', 'volunt', 'listen', 'bitch']"
23555,"['birch', 'love']"
23556,"['money', 'n', 'hussi', 'want', 'need']"
23557,"['model', 'hoe', 'follow', 'night', 'blow', 'up', 'an', 'hit', 'infam', 'emma', 'follow', '25', 'peopl', 'wave']"
23558,"['clara', 'song', 'old', 'birch', 'like', '2', 'week', 'ago', 'll', '#basicbitch']"
23559,"['bad', 'birch', 'man', 'want']"
23560,"['beauti', 'birch', 'such', 'beauti', 'thing']"
23561,"['hoe', 'familiar', 'sleeping_fac', 'sleeping_fac', '#juicetweet']"
23562,"['hoe', 'sweat', 'chase', 'night', 'show', 'weary_fac']"
23563,"['hoe', 'th']"
23564,"[""almightydavehunna'"", 'photo', 'hata', 'bitch', 'as', 'medium', 'hit', 'he', 'caution', 'loudly_crying_fac', 'face_with_tears_of_joy']"
23565,"['almost', 'drag', 'suit', 'mate', 'last', 'night', 'he', 'realli', 'came', 'bang', 'door', 'am']"
23566,"['although', 'last', 'night', 'ladi', 'told', 'key', 'happi', 'new', 'hussi']"
23567,"['alway', 'hoe', 'skinni', 'lose', 'money', 'due', 'therapi', 'bill']"
23568,"['alway', 'okay', 'bring', 'ho', 'barbershop', 'though', 'usual', 'cool', 'of']"
23569,"['onli', 'one', 'see', 'austin', 'river', 'play', 'bitch', 'as', 'tone', '?']"
23570,"['got', 'say', 'like', 'ash', 'brook', 'of', 'creep', 'psychic', 'bitch']"
23571,"['anoth', 'one', 'two', 'hoe', '?', 'know', 'are', '?', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
23572,"['to', 'bitch', 'may', 'fight', 'holm']"
23573,"['I', 'retard', 'too', 'keep', 'answer', 'hous', 'phone', 'know', 'l']"
23574,"['bitch', 'bad', 'I', 'never', 'ever', 'cheat']"
23575,"['everi', 'time', 'friend', 'talk', 'matter', 'subject', 'lip', 'haunt', 'u', 'one', 'nip', 'introduc', 'other']"
23576,"['hoe', 'shallow', 'thirsti', 'trifl', 'knew', 'that']"
23577,"['I', 'singl', 'fuck', 'birch', 'attitud', 'foh']"
23578,"['tri', 'maintain', 'color', 'go', 'fuck', 'bitch', 'like', 'wash', 'hair', 'alreadi', 'stand', 'go', 'blond', 'ink', 'ink']"
23579,"['anim', 'crack', 'fuck', 'bomb', 'to']"
23580,"['anoth', 'long', 'night', 'galleri', 'need', 'better', 'ned', 'been', 'howev', 'spell', 'it']"
23581,"['anybodi', 'team', 'permiss', 'fuck', 'bitch']"
23582,"['anybodi', 'rememb', 'movi', 'thumbelina', '?', 'notic', 'flame', ""'"", 'bird']"
23583,"['anybodi', 'want', 'sugar', 'male', 'sail', '?', '50', 'pop', ""head'"", 'hillbilli', 'beach', ""em'"", 'plant', 'two', 'friday']"
23584,"['anybodi', 'want', 'take', 'poll', '?']"
23585,"['anyway', 'never', 'trust', 'bitch', 'stitch', 'unless', 'look', 'a', '1', 'ditch']"
23586,"['appar', 'I', 'pathet', 'trash', 'alright']"
23587,"['seriou', 'right', 'now', '?', 'hypocrit', 'doubl', 'standard', '?', 'fuck', 'gutta', 'face', 'trash']"
23588,"['ask', 'number', 'lame', 'I', 'like', 'cut', 'mob', 'birch', 'turn']"
23589,"['auto', 'tyranni']"
23590,"['a', 'shit', 'wendel', 'bitch']"
23591,"['awwwww', 'flex', 'smith', 'broke', 'hussi']"
23592,"['aye', 'bitch', 'tri']"
23593,"['aye', 'taken', 'borrow', '50', 'dollar', '?', '?', 'like', 'you', 'got', 'two', 'job', '?', '?', 'well', 'borrow', 'hussi', '?', 'like', 'you', 'gone', 'give', 'head']"
23594,"['b', 'c', 'like', 'black', 'men', 'ran', 'music', '?', 'hut', 'll', 'gener', 'want', 'color']"
23595,"['bad', 'bitch']"
23596,"['bad', 'bitch', 'bound', 'pago', 'scream', 'solo', 'night', 'juli']"
23597,"['bad', 'bitch', 'land', 'she', 'could', 'model', 'she', 'model']"
23598,"['bad', 'bitch', 'tri', 'blow', 'like', 'fuse']"
23599,"['bad', 'birch', 'thing', 'like']"
23600,"['be', 'game', 'smiling_face_with_heart-ey', '#redskin']"
23601,"['balaga', 'parma', 'bitch']"
23602,"['call', 'like', 'I', 'sunni', 'bitch']"
23603,"['base', 'god', 'tuck', 'birch']"
23604,"['basement', 'dive', 'took', 'bastard']"
23605,"['bath', 'cool', 'hell', 'basic', 'half', 'tini', 'fox', 'half', 'leather', 'bird']"
23606,"['penni', 'hum', 'real', 'soon']"
23607,"['long', 'decemb', 'it', '?', 'count', 'crow']"
23608,"['stand', 'play', 'floppi', 'bird', 'befor', 'smiling_face_with_smiling_ey', 'cherry_blossom', 'thumbs_up', 'sun', '', 'after', 'pouting_fac', 'pistol', 'collis', 'bomb', 'fire', 'police_car', 'fire_engin']"
23609,"['am', 'cut', 'cat', 'mow', 'nocturn', 'bird', 'ultim', '#toughbreak']"
23610,"['big', 'birch', 'say', 'to', 'eye', 'stomach', '?', 'bitch', 'to', 'stomach', 'eye']"
23611,"['bitch', 'smoke', 'ga', 'could', 'sta', 'ferri']"
23612,"['bitch', 'got', 'beef', 'link']"
23613,"['bitch', 'might', 'b']"
23614,"['bitch', 'need', 'bodi', 'high', 'fuck', 'wit', 'head', 'pleeeeas']"
23615,"['bitch', 'seen', 'trick', '#haannnn', 'foh']"
23616,"['bitch', 'I', 'eat', 'block', 'stop', 'white', 'peopl', '2014']"
23617,"['bitch', 'I', 'me', 'babi', 'I', 'me']"
23618,"['bitch', 'I', 'me', 'you', '?', '?', '?']"
23619,"['bitch', 'as', 'rod', 'show', 'hit', 'back']"
23620,"['bitch', 'as', 'night']"
23621,"['bitch', 'bettah', 'get', 'right', 'shout', 'out', 'ddaaawwgggffaaacce', 'cccaalldddeerooonn', 'den', 'hoe', 'akin']"
23622,"['bitch', 'hold', 'bound', 'drizzown']"
23623,"['bitch', 'dick', 'bomb']"
23624,"['bitch', 'run', 'neighbor', 'dead']"
23625,"['bitch', 'get', 'twitter', 'he', 'oncoming_fist']"
23626,"['bitch', 'get', 'ha', 'bitch', 'get', 'ha', 'bitch', 'get', 'ha', 'feel', 'clapping_hand', 'musical_not', 'feel', 'utf']"
23627,"['bitch', 'go', 'downnnn', 'hillllll']"
23628,"['bitch', 'on', 'bounc', 'loo', 'tap', 'dey', 'probabl', 'scare']"
23629,"['bitch', 'cut']"
23630,"['bitch', 'ida', 'like', 'me', 'respect']"
23631,"['bitch', 'I', 'dead', 'skull', 'skull', 'see-no-evil_monkey', 'head', 'on', 'put', 'balloon', 'corner', 'take', 'pick', 'talk', 'bout', 'we', 'v', 'i', 'p', 'weary_fac']"
23632,"['bitch', 'I', 'bout', 'get', 'damn', 'fli', 'shot', 'ion', 'care', 'free']"
23633,"['bitch', 'kill', 'itself', 'go', 'bathroom', 'eat', 'pill', 'bitch', 'em']"
23634,"['bitch', 'live', 'littl']"
23635,"['bitch', 'made', 'duke', 'action', 'bitch', 'made']"
23636,"['bitch', 'night', 'owe', 'money']"
23637,"['bitch', 'pli']"
23638,"['bitch', 'probabl', ""folly'd"", 'st', 'night', 'said', 'good', 'morn', ""'"", 'back']"
23639,"['bitch', 'realli', 'chang', 'name', 'hata', 'seriou', 'beyond', 'fan', 'much', 'time', 'hand', 'wait', 'welfar', 'offic']"
23640,"['bitch', 'said', 'best', 'way', 'get', 'man', 'get', 'anoth', 'one', 's', 'day', 'ah', 'he']"
23641,"['bitch', 'to', 'night', 'eye', 'well', 'bitch', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'victory_hand', '', 'victory_hand', '', 'victory_hand', '']"
23642,"['bitch', 'guess']"
23643,"['bitch', 'no', 'game', 'tight']"
23644,"['bitch', 'greatest', 'boy']"
23645,"['bitch', 'plan', 'to', 'box', 'irrelev']"
23646,"['bitch', 'night', 'mmm', 'either', 'gay', 'he']"
23647,"['bitch', 'lag', 'll']"
23648,"['bitch', 'better', 'disappoint', 'me', 'madonna', 'brioni', 'time', 'new', 'singl', '#babydontli', 'come', 'monday']"
23649,"['bitch', 'got', 'go', 'one', 'day']"
23650,"['bitch', 'guess']"
23651,"['bitch', 'knew', 'trail', 'bad']"
23652,"['bitch', 'white', 'soft', 'thirti', 'spanish']"
23653,['birch']
23654,"['birch', 'ain', 't', 'shit', 'ain', 't', 'say', 'noth']"
23655,"['birch', 'shit', 'hoe', 'trick']"
23656,"['birch', 'alreadi', 'therein', 'ingram', 'shit', 'may', 'just', 'better', 'instagram']"
23657,"['birch', 'subtweet', 'll']"
23658,"['birch', 'door', 'slam', 'habit', 'ctfuu']"
23659,"['birch', ""rich'"", 'justic', 'tank', 'top', 'the']"
23660,"['birch', 'brilliant', 'hata']"
23661,"['birch', 'half', 'nake', ""vi'"", 'talk', 'send', 'node']"
23662,"['birch', 'hate', 'face_with_tears_of_joy', 'loudly_crying_fac']"
23663,"['birch', 'like', 'I', 'squir', 'think', 'pas', 'squi', '?', 'bitch', '2', 'differ', 'place']"
23664,"['birch', 'like', 'I', 'mix', 'wit', 'italian', 'chine', 'nd', 'african', 'american', 'like', 'bitch', 'cut', 'ate', 'or']"
23665,"['birch', 'seek']"
23666,"['birch', 'trot', 'long', 'get', 'expo', 'someth', 'decent', 'get', 'overwhelm']"
23667,"['birch', 'come', 'go', 'a', 'know']"
23668,"['birch', 'corn', 'of', 'claim', 'happi', 'cri', 'everyday', 'ooh', 'right', 'that', '?', 'homm']"
23669,"['birch', 'know', 'let', 'ride', 'chain', 'shit', 'work', 'mention']"
23670,"['birch', 'dumb']"
23671,['birch']
23672,"['birch', 'love', 'sofa', 'guess', 'I', 'wear', 'same', 'sofa', 'smirking_fac', 'face_with_tears_of_joy']"
23673,"['birch', 'love', 'beyond']"
23674,"['birch', 'love', 'good', 'morn', 'post']"
23675,"['birch', 'plea', 'papa', 'fewer', '100', 'peopl', 'injur', 'liter', '2', 'repos', 'critic']"
23676,"['birch', 'stay', 'feel', 'face_with_tears_of_joy']"
23677,"['birch', 'talk', 'hoe', 'talk', 'even', 'more']"
23678,"['birch', 'eat', 'meat', 'like', 'develop', 'mental', 'ill']"
23679,"['birch', 'tri', 'relationship', 'life', 'right', 'now']"
23680,"['birch', 'never', 'knew', 'call', 'wedg', 'relieved_fac']"
23681,['birch']
23682,"['blue-sapphire-ear', 'ask-yellow-gold-clip-on-diamond', 'alexandria', 'ear', 'emerald', 'crystal', 'emma']"
23683,"['boat', ""'"", 'n', 'hoe']"
23684,"['bobbi', 'bitch', 'make', 'bodi', 'lip', 'know', 'know', 'rate', 'bitch']"
23685,"['bound', 'rag', 'shove', 'trash', 'bin', 'two', 'bullet', 'back', 'head', 'i', 'suspect', 'natur', 'caus', 'said', ""world'"", 'worst', 'detect']"
23686,"['bout', 'beat', 'case', 'like', 'hussi', 'night', 'oncoming_fist', 'oncoming_fist', 'oncoming_fist']"
23687,"['bout', 'get', 'twitter', 'birch', 'twitter', 'fame', 'rais', 'dawn', '#getwitm']"
23688,"['brass', 'monkey', 'dat', 'funni', 'monkey']"
23689,"['erb', 'ship', 'b-ball', 'game', 'drama', 'who', ""'"", 's', 'he', 'as']"
23690,"['bred', 'polygamist', 'town', 'arizona', 'want', 'birch', 'deck', 'move']"
23691,"['brush', 'coutur', 'bitch', 'as', 'night', 'brush', 'brush']"
23692,"['bunch', 'hussi']"
23693,"['get', 'write', 'thank', 'god', 'll', 'dumb', 'white', 'bitch']"
23694,"['I', 'would', 'rather', 'free', 'man', 'grave', 'live', 'puppet', 'slave', 'shit', 'option', 'bitch', 'would', 'free', 'aliv', 'rich']"
23695,"['time', 'rate', 'want', 'trust', 'bitch', 'as']"
23696,"['know', 'one', 'thing', 'though', 'birch', 'come', 'go', 'saturday', 'sunday', 'monday', 'monday', 'sunday', 'yooooo', '#sherman']"
23697,"['shanti', 'bitch', 'one', 'get', 'money', 'wid']"
23698,"['butt', 'hug', 'look', 'ah']"
23699,"['byeeeee', 'bitch', 'winking_face_with_tongu']"
23700,"['call', 'bitch']"
23701,"['birch', 'least', 'wait', 'till', 'day', 'month', 'put', 'shit', 'up', '?', 'dam', 'stingi']"
23702,"['cat', 'kill', 'bird', 'make', 'huge', 'me', 'feather']"
23703,"['decid', 'wear', 'yellow', 'rain', 'boot', 'purpos', 'black', 'yellow', 'errrryth']"
23704,"['get', 'mani', 'hoe', 'flex', 'last', 'night']"
23705,"['fuck', 'around', 'wit', 'young', 'night', 'act', 'like', 'hoe']"
23706,"['hate', 'anna', 'bitch', 'get', 'paid', 'got']"
23707,"['stand', 'sicca', 'pillow', 'talk', 'bitch']"
23708,"['trust', 'night', 'come', 'birch']"
23709,"['car', 'anxieti', 'bitch']"
23710,"['life', 'told', 'taught', 'shit', 'back', 'fuck', 'giant', 'sack', 'lie', 'dog', 'shit', 'shut', 'bitch']"
23711,"['chang', 'hussi', 'fire', 'tyrant', 'droplet']"
23712,"['charg', 'rider', 'trash', 'high_voltag', '', '#boltupdo']"
23713,"['cheek', 'll', 'want', 'black', 'yellow', '95', ""'"", 's', 'again', 'ugh']"
23714,"['chicken', 'spaghetti', 'trash']"
23715,"['chill', 'bitch']"
23716,"['chill', 'mavra', 'I', 'get', 'crack', 'in']"
23717,"['choke', 'bitch']"
23718,"['chri', 'brown', 'said', 'hoe', 'loyal', 's', 'face_with_tears_of_joy']"
23719,"['chubbi', 'hoe']"
23720,"['clean', 'bird', 'nest', 'downspout', 'readi', 'rain', 'babi', 'bird', 'now', 'respect', 'bird', 'and', 'bee']"
23721,"['color', 'deni', 'make', 'pure']"
23722,"['coloni', 'crack', 'even', 'level']"
23723,"['soon', 'fill', 'coffe', 'halfway', 'use', '11', 'irish', 'crime', 'fill', 'half']"
23724,['corn']
23725,"['could', 'trash', 'talk', 'night', 'cut', 'night', 'got', 'spankeddd', 'fantasi']"
23726,"['count', 'hoe', 'night', 'know', 'night']"
23727,"['countri', 'boy', 'thick', 'life', 'white', 'the', 'rebel', 'flag']"
23728,"['cousin', 'bird', 'screen', 'me', 'twitter', 'cousin', 'spoke', 'me', 'facebook']"
23729,"['crazi', 'bitch', 'like', 'way', 'ride', 'dick']"
23730,"['ctfuu', 'bitch', 'tri', 'get', 'tough', 'ran', 'insid', 'get', 'husband', 'havana']"
23731,"['curio', 'kill', 'cat', 'birch', 'unna', 'die', 'see', 'head', 'game']"
23732,"['cut', 'bitch']"
23733,"['cut', 'workshop', 'can', 'into', 'bean', 'small', 'carrot', 'corn', 'everi', 'potato', 'cheyenn', 'powder', '+', 'crush', 'red', 'pepper']"
23734,"['dad', 'name', 'maggoti', 'littl', 'fit']"
23735,"['damn', '#fire', 'flower', 'ladi', 'dick', 'hoe', 'll']"
23736,"['damn', 'noth', 'sweet', 'noth', 'complain', 'bitch', 'll']"
23737,"['damn', 'bitch', 'may']"
23738,"['damn', 'll', 'ani', 'rice', 'speak', 'domest', 'violenc', 'costum', 'lock', 'marriag']"
23739,"['damn', 'go', 'leav', 'beth', 'long', 'term', 'trash']"
23740,"['damn', 'follow', 'ah', 'bitch', 'fuck', 'wit', 'dey', 'night', 'dat', 'make', 'feel', 'kind', 'way', 'flushed_fac', '?', '?', '?']"
23741,"['dark', 'retard', 'll']"
23742,"['dat', 'mean', 'ugli', 'he', 'get', 'fuck', 'maggi', 'style', 'weary_fac', 'weary_fac', 'face_with_tears_of_joy', '#li', 'hot', 'night']"
23743,"['day', 'pas', 'birch', 'cut', 'dey', 'ah', 'make', 'seem', 'like', 'sweat', 'dem', 'man', 'know', 'dat', 'man', 'could', 'fuck']"
23744,"['bite', 'work', 'like', 'charm', 'open', 'argu', 'run', 'full', 'test', 'coverag', 'gap', 'version', 'would', 'rare', 'made']"
23745,"['dead', 'want', 'sauc', 'till', 'shit', 'got', 'real', 'night', 'want', 'back', 'ooh', 'right', 's', 'hussi']"
23746,"['deal', 'birch', 'feel', 'like']"
23747,"['deal', 'bitch', 'as', 'annoy']"
23748,"['mean', 'cri', 'need', 'see', 'peter', 'keep', 'say', 'nigger']"
23749,"['dear', 'michel', 'coachman', 'shut', 'fuck', 'crazi', 'bitch']"
23750,"['dear', 'spoil', 'suburban', 'bitch']"
23751,"['dem', 'night', 'ca', 'white', 'hoe', 'love', 'beauti', 'black', 'vista']"
23752,"['de', 'hoe', 'wish', 'wash', 'oncoming_fist']"
23753,"['dey', 'sell', 'liquor', 'drink', 'di', 'bitch', 'too', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
23754,"['bitch', 'realli', 'awak', 'slumber', 'help', 'pick', 'altar', 'the']"
23755,"['diet', 'come', 'trash']"
23756,"['dig', 'hole', 'satisfi', 'climb', 'bitch']"
23757,"['direct', 'let', 'bird', 'chill', 'sink', '30', 'minut', 'ok']"
23758,"['di', 'morgan', 'he', 'da', 'middl', 'everyth']"
23759,"['dislik', 'peopl', 'bitch', 'peopl', 'relationship', 'dislik', 'peopl', 'bitch', 'peopl', 'singl']"
23760,"['birch', 'still', 'love', 'sofa', '?', 'lmfaoooooooooooo']"
23761,"['birch', 'sweet', 'take', 'adderal', 'everyday', 'think', 'hard', 'ah']"
23762,"['even', 'make', 'dress', 'strap', 'cover', 'as', '?', 'u', 'it', 'big', 'as', 'settl', 'trash', 'bag']"
23763,"['think', 'rice', 'bag', ""macdonald'"", '?']"
23764,"['dodgerofzion', 'ask', 'giant', 'green', 'monster', 'walk', 'carri', 'tray', 'brownish', 'may', 'brown', 'in']"
23765,"['ho', 'shit']"
23766,"['surpris', 'I', 'bitch', 'alway', 'dick', 'toward']"
23767,"['bitch', 'attitud', 'reason', 'one']"
23768,"['even', 'enter', 'hoe', 'got', 'somebodi', 'import']"
23769,"['follow', 'follow', 'me', 'retard']"
23770,"['get', 'twist', 'shit', 'bow', 'birch']"
23771,"['give', 'ah', 'fuck', 'ah', 'bitch', 'ah', 'night']"
23772,"['look', 'like', 'I', 'got', 'banana', 'hand', 'fuck', 'monkey']"
23773,"['tri', 'nice', 'bitch']"
23774,"['done', 'everyth', 'trust', 'hoe']"
23775,"['done', 'rift', 'raft', 'within', 'bitch', 'ass']"
23776,"['donkey', 'son', 'bitch', 'mother', 'pucker']"
23777,"['acknowledg', 'hoe']"
23778,"['call', 'nigh', 'unless', 'call', 'nigh']"
23779,"['make', 'direct', 'eye', 'contact', 'anyth', 'bird', 'cat', 'noth', 'll', 'I', 'go', 'west', 'bu']"
23780,"['trust', 'he', 'never', 'trust', 'he']"
23781,"['done', 'bag', 'pretti', 'bitch', 'side']"
23782,"['done', 'bag', 'pretti', 'bitch', 'side', 'sell', 'done', 'back', 'if', 'tri', 'get', 'high', '#ti']"
23783,"['drake', 'need', 'make', 'mind', 'rapier', 'bitch', '?', 'hata']"
23784,"['raymond', 'green', 'bitch', 'as', 'night', 'brush']"
23785,"['drop', 'day', 'earli', 'fuck', 'night', 'need', 'hear', '#ed', 'hard', 'fire', 'but', 'trash', 'compar', '#ed']"
23786,"['dumb', 'ugli', 'stupid', 'bullshit', 'as', 'bitch', 'oncoming_fist', 'oncoming_fist', 'oncoming_fist']"
23787,"['eagl', 'fuck', 'cent']"
23788,"['egg', 'not', 'tast', 'like', 'bird', 'doodoo', 'look', 'like']"
23789,"['eggnog', 'trash']"
23790,"['harmoni', 'inform', 'soulmat', '02', 'sea', 'do', 'trash', 'bag', 'whataburg', 'taquito', 'bang', 'top', 'the', 'dr', 'nail', 'warren']"
23791,"['epi', 'man', 'look', 'like', 'idiot', 'talk', 'gun', 'sidelong', 'hand', 'like', 'retard', 'of']"
23792,"['ember', 'bitch']"
23793,"['everybodi', 'di', 'bitch', 'get', 'tip', 'whisper', 'everybodi', 'di', 'bitch', 'get', 'tipsi']"
23794,"['esch', 'mission', 'game', 'univers', 'trash']"
23795,"['especi', 'sinc', 'rich', 'andrew', 'bang', 'comic', 'bitch', 'die', 'alreadi']"
23796,"['even', 'natur', 'look', 'awesom', 'color', '#663399becca']"
23797,"['even', 'the', 'kill', 'hussi', 'night', 'hope', 'go', 'heaven', 'young', 'thu', 'smiling_face_with_halo']"
23798,"['even', 'though', 'babi', 'invis', 'non', 'extent', 'bitch']"
23799,"['everi', 'ladi', 'he', 'everi', 'ladi', 'sure', 'queen']"
23800,"['everi', 'time', 'ask', 'someth', 'wit', 'touch', 'knee', 'till', 'I', 'done', 'ask', 'mean', 'tri', 'give', 'night', 'hussi', 'it']"
23801,"['everi', 'time', 'say', 'like', 'someon', 'boxer', 'rapier', 'etc', 'everyon', 'birch', 'fuck', 'head', 'chang', 'opinion', 'relax', 'no']"
23802,"['everi', 'time', 'tri', 'quit', 'smoke', 'dumb', 'bitch', 'alway', 'got', 'fuck', 'annoy', 'tri', 'patienc', 'lafa']"
23803,"['everi', 'time', 'bitch', 'make', 'statu', 'gun', 'text', 'like', 'whatnot', 'toll']"
23804,"['everybodi', 'fuck', 'everybodi', 'bitch', 'everybodi', 'wit', 'ship', 'life']"
23805,"['everybodi', 'get', 'sick', 'feel', 'like', 'supra', 'man', 'di', 'bitch']"
23806,"['everybodi', 'stay', 'yell', 'pregnant', 'season', 'nooooooooo', 'bitch', 'night', 'want', 'rubber', 'hussi', 'good', 'season', 'of']"
23807,"['everybodi', 'talk', 'bout', 'hoe', 'fight', 'I', 'lurk', 'money', 'dollar_banknot', 'credit_card', 'hundred_point']"
23808,"[""everybody'"", 'favorit', 'phrase', 'tri', 'end', 'argument', 'you', 'me', 'may', 'maggoti']"
23809,"['everyon', 'rep', 'huge', 'maggot']"
23810,"['everyon', 'think', 'he', 'ink', 'tri', 'talk', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
23811,"['www', 'hate', 'birch', 'dress', 'sometim']"
23812,"['f', 'tumbler', 'bc', 'blow', 'black', 'white', 'mani', 'great', 'color', 'thing', 'could', 'reblog', 'for']"
23813,['maggot']
